Date,Open,High,Low,Close,Adj Close,Volume
2019-09-18,10868.030273,10876.990234,10768.320313,10774.849609,10774.849609,24626700
2019-09-19,10801.360352,10832.919922,10767.809570,10801.049805,10801.049805,22385100
2019-09-20,10801.049805,10870.669922,10797.099609,10829.389648,10829.389648,56700200
2019-09-23,10835.250000,10880.559570,10832.389648,10873.330078,10873.330078,15800800
2019-09-24,10873.330078,10893.500000,10850.919922,10858.709961,10858.709961,22216700
2019-09-25,10858.709961,10881.459961,10820.150391,10861.440430,10861.440430,23348300
2019-09-26,10865.169922,10910.450195,10822.769531,10822.769531,10822.769531,22990200
2019-09-27,10841.299805,10859.889648,10807.169922,10836.500000,10836.500000,16418300
2019-09-30,10836.500000,10925.620117,10832.169922,10925.620117,10925.620117,32064700
2019-10-01,10927.309570,10996.990234,10898.950195,10996.990234,10996.990234,20781200
2019-10-02,10996.990234,10996.990234,10926.660156,10951.639648,10951.639648,27753700
2019-10-03,10963.540039,10963.540039,10784.139648,10821.209961,10821.209961,20217900
2019-10-04,10821.209961,10938.320313,10821.209961,10892.820313,10892.820313,26804700
2019-10-07,10892.820313,10975.620117,10892.820313,10975.620117,10975.620117,13700500
2019-10-08,10975.620117,11016.150391,10938.629883,11016.150391,11016.150391,25989700
2019-10-09,11016.150391,11016.150391,10929.750000,10940.860352,10940.860352,19865200
2019-10-10,10940.860352,10961.450195,10886.730469,10886.730469,10886.730469,29719200
2019-10-11,10886.730469,10946.559570,10886.730469,10923.709961,10923.709961,17085600
2019-10-14,10923.709961,11074.769531,10923.709961,11026.599609,11026.599609,29461500
2019-10-15,11026.599609,11084.709961,11026.599609,11045.339844,11045.339844,26424200
2019-10-16,11049.610352,11178.639648,11049.610352,11178.639648,11178.639648,26461800
2019-10-17,11178.639648,11179.679688,11136.879883,11141.860352,11141.860352,21716800
2019-10-18,11141.860352,11168.549805,11067.120117,11067.120117,11067.120117,28591600
2019-10-21,11067.120117,11100.150391,11037.099609,11062.750000,11062.750000,20163400
2019-10-22,11062.750000,11099.089844,11057.459961,11090.389648,11090.389648,17428100
2019-10-23,11090.389648,11090.389648,10834.679688,10853.790039,10853.790039,42565400
2019-10-24,10853.790039,10906.469727,10831.519531,10831.519531,10831.519531,27582400
2019-10-25,10831.519531,10869.379883,10788.639648,10788.639648,10788.639648,20347000
